"Package";"Item";"Title"
"ENMeval";"eval2";"An object of class \"ENMevaluation\""
"enpls";"alkanes";"Methylalkanes Retention Index Dataset"
"enpls";"logd1k";"logD7.4 Data for 1,000 Compounds"
"EnQuireR";"tea";"tea (data)"
"enRich";"p300cbp.1000bp";"Example Data"
"enRich";"p300cbp.200bp";"Example Data"
"enrichvs";"dud_egfr";"Scores and labels for EGFR ligands/docoys from DUD dataset"
"EnsCat";"USFlag";"United States Flag Privately-Owned Merchant Fleet Data"
"EnsCat";"alphadata";"Alphaherpesvirinae virus genome sequence data"
"EnsCat";"rhabdodata";"Rhabdoviridae virus genome sequence data"
"EnsCat";"zoo";"zoo data"
"EnsembleBase";"servo";"Servo Data Set"
"ensembleBMA";"ensBMAtest";"Ensemble BMA Test Data Set"
"ensembleBMA";"prcpDJdata";"Precipitation Data"
"ensembleBMA";"prcpFit";"BMA Model Fit to Precipitation Data"
"ensembleBMA";"prcpGrid";"Gridded Ensemble Forecasts of Precipitation"
"ensembleBMA";"prcpTestFit (ensBMAtest)";"Ensemble BMA Test Data Set"
"ensembleBMA";"srft";"Surface Temperature Ensemble Forecasts and Observations"
"ensembleBMA";"srftGrid";"Gridded Surface Temperature Ensemble Forecasts"
"ensembleBMA";"tempTestFit (ensBMAtest)";"Ensemble BMA Test Data Set"
"ensembleBMA";"winsTestFit (ensBMAtest)";"Ensemble BMA Test Data Set"
"ensembleMOS";"emosFit";"EMOS model fit."
"ensembleMOS";"ensMOStest";"Ensemble MOS Test Data Set"
"ensembleMOS";"temp";"Ensemble MOS Test Data Set"
"entropart";"EightSpAbundance (Paracou618)";"Abundances of 8 species to run examples."
"entropart";"EightSpTree (Paracou618)";"Functional tree with 8 species."
"entropart";"Paracou618.Functional (Paracou618)";"Functional tree of species of Paracou field station plots 6 and 18, two 1-ha plots inventoried by the Bridge project."
"entropart";"Paracou618.MC (Paracou618)";"Paracou field station plots 6 and 18, two 1-ha plots inventoried by the Bridge project."
"entropart";"Paracou618.Taxonomy (Paracou618)";"Taxonomy (Family - Genus - Species) of Paracou field station plots 6 and 18, two 1-ha plots inventoried by the Bridge project."
"entropart";"Paracou618.dist (Paracou618)";"Functional distances between pairs of species of Paracou field station plots 6 and 18, two 1-ha plots inventoried by the Bridge project."
"enveomics.R";"growth.curves";"Bacterial growth curves for three Escherichia coli mutants"
"enveomics.R";"phyla.counts";"Counts of microbial phyla in four sites"
"enviPat";"adducts";"Adduct list"
"enviPat";"chemforms";"Set of exemplary chemical formulas for small molecules."
"enviPat";"isotopes";"Stable isotopes"
"enviPat";"resolution_list";"Resolutions (R) list for Themo Orbitrap and QExactive mass spectrometers"
"EnviroStat";"location.NY";"Locations of New York ozone measuring stations."
"EnviroStat";"ozone.NY";"New York ozone concentration levels"
"envlpaster";"Mguttatus";"Mguttatus"
"envlpaster";"Mguttatus.redata (Mguttatus)";"Mguttatus"
"envlpaster";"data (generateddata)";"A generated aster data set with 8 nodes"
"envlpaster";"formula (simdata30nodes)";"A generated aster data set with 30 nodes"
"envlpaster";"modmat (simdata30nodes)";"A generated aster data set with 30 nodes"
"envlpaster";"quantities (Mguttatus)";"Mguttatus"
"envlpaster";"redata (generateddata)";"A generated aster data set with 8 nodes"
"envlpaster";"root (simdata30nodes)";"A generated aster data set with 30 nodes"
"envlpaster";"simdata30nodes";"A generated aster data set with 30 nodes"
"envlpaster";"simdata30nodes.asterdata (simdata30nodes)";"A generated aster data set with 30 nodes"
"envlpaster";"terms (simdata30nodes)";"A generated aster data set with 30 nodes"
"envlpaster";"variables (simdata30nodes)";"A generated aster data set with 30 nodes"
"envlpaster";"vars (generateddata)";"A generated aster data set with 8 nodes"
"envlpaster";"xlevels (simdata30nodes)";"A generated aster data set with 30 nodes"
"EnvNicheR";"Carnivores";"Presence of terrestrial carnivores of the family Felidae and environmental variables."
"EnvNicheR";"Polar.coordinates";"Polar cooordinates obtained from the function Niche"
"EnvStats";"ACE.13.TCE.df";"Trichloroethylene Concentrations Before and After Remedation"
"EnvStats";"Air.df";"Atmospheric Environmental Conditions in New York City"
"EnvStats";"Benthic.df";"Benthic Data from Monitoring Program in Chesapeake Bay"
"EnvStats";"Distribution.df";"Data Frame Summarizing Available Probability Distributions and Estimation Methods"
"EnvStats";"EPA.02d.Ex.2.ug.per.L.vec";"Concentrations in Exhibit 2 of 2002d USEPA Guidance Document"
"EnvStats";"EPA.02d.Ex.4.mg.per.kg.vec";"Concentrations in Exhibit 4 of 2002d USEPA Guidance Document"
"EnvStats";"EPA.02d.Ex.6.mg.per.kg.vec";"Concentrations in Exhibit 6 of 2002d USEPA Guidance Document"
"EnvStats";"EPA.02d.Ex.9.mg.per.L.vec";"Concentrations in Exhibit 9 of 2002d USEPA Guidance Document"
"EnvStats";"EPA.09.Ex.10.1.nickel.df";"Nickel Concentrations from Example 10-1 of 2009 USEPA Guidance Document"
"EnvStats";"EPA.09.Ex.11.1.arsenic.df";"Arsenic Concentrations from Example 11-1 of 2009 USEPA Guidance Document"
"EnvStats";"EPA.09.Ex.12.1.ccl4.df";"Carbon Tetrachloride Concentrations from Example 12-1 of 2009 USEPA Guidance Document"
"EnvStats";"EPA.09.Ex.12.4.naphthalene.df";"Naphthalene Concentrations from Example 12-4 of 2009 USEPA Guidance Document"
"EnvStats";"EPA.09.Ex.13.1.iron.df";"Iron Concentrations from Example 13-1 of 2009 USEPA Guidance Document"
"EnvStats";"EPA.09.Ex.14.1.manganese.df";"Manganese Concentrations from Example 14-1 of 2009 USEPA Guidance Document"
"EnvStats";"EPA.09.Ex.14.3.alkalinity.df";"Alkalinity Measures from Example 14-3 of 2009 USEPA Guidance Document"
"EnvStats";"EPA.09.Ex.14.4.arsenic.df";"Arsenic Concentrations from Example 14-4 of 2009 USEPA Guidance Document"
"EnvStats";"EPA.09.Ex.14.8.df";"Analyte Concentrations from Example 14-8 of 2009 USEPA Guidance Document"
"EnvStats";"EPA.09.Ex.15.1.manganese.df";"Manganese Concentrations from Example 15-1 of 2009 USEPA Guidance Document"
"EnvStats";"EPA.09.Ex.16.1.sulfate.df";"Sulfate Concentrations from Example 16-1 of 2009 USEPA Guidance Document"
"EnvStats";"EPA.09.Ex.16.2.benzene.df";"Benzene Concentrations from Example 16-2 of 2009 USEPA Guidance Document"
"EnvStats";"EPA.09.Ex.16.4.copper.df";"Copper Concentrations from Example 16-4 of 2009 USEPA Guidance Document"
"EnvStats";"EPA.09.Ex.16.5.PCE.df";"Tetrachloroethylene Concentrations from Example 16-5 of 2009 USEPA Guidance Document"
"EnvStats";"EPA.09.Ex.17.1.loglead.df";"Log-transformed Lead Concentrations from Example 17-1 of 2009 USEPA Guidance Document"
"EnvStats";"EPA.09.Ex.17.2.toluene.df";"Toluene Concentrations from Example 17-2 of 2009 USEPA Guidance Document"
"EnvStats";"EPA.09.Ex.17.3.chrysene.df";"Chrysene Concentrations from Example 17-3 of 2009 USEPA Guidance Document"
"EnvStats";"EPA.09.Ex.17.3.log.chrysene.df";"Log-transformed Chrysene Concentrations from Example 17-3 of 2009 USEPA Guidance Document"
"EnvStats";"EPA.09.Ex.17.4.copper.df";"Copper Concentrations from Example 17-4 of 2009 USEPA Guidance Document"
"EnvStats";"EPA.09.Ex.17.5.chloride.df";"Chloride Concentrations from Example 17-5 of 2009 USEPA Guidance Document"
"EnvStats";"EPA.09.Ex.17.6.sulfate.df";"Sulfate Concentrations from Example 17-6 of 2009 USEPA Guidance Document"
"EnvStats";"EPA.09.Ex.17.7.sodium.df";"Sodium Concentrations from Example 17-7 of 2009 USEPA Guidance Document"
"EnvStats";"EPA.09.Ex.18.1.arsenic.df";"Arsenic Concentrations from Example 18-1 of 2009 USEPA Guidance Document"
"EnvStats";"EPA.09.Ex.18.2.chrysene.df";"Chrysene Concentrations from Example 18-2 of 2009 USEPA Guidance Document"
"EnvStats";"EPA.09.Ex.18.3.TCE.df";"Trichloroethylene Concentrations from Example 18-3 of 2009 USEPA Guidance Document"
"EnvStats";"EPA.09.Ex.18.4.xylene.df";"Xylene Concentrations from Example 18-4 of 2009 USEPA Guidance Document"
"EnvStats";"EPA.09.Ex.19.1.sulfate.df";"Sulfate Concentrations from Example 19-1 of 2009 USEPA Guidance Document"
"EnvStats";"EPA.09.Ex.19.2.chloride.df";"Chloride Concentrations from Example 19-2 of 2009 USEPA Guidance Document"
"EnvStats";"EPA.09.Ex.19.5.mercury.df";"Mercury Concentrations from Example 19-5 of 2009 USEPA Guidance Document"
"EnvStats";"EPA.09.Ex.20.1.nickel.df";"Nickel Concentrations from Example 20-1 of 2009 USEPA Guidance Document"
"EnvStats";"EPA.09.Ex.21.1.aldicarb.df";"Aldicarb Concentrations from Example 21-1 of 2009 USEPA Guidance Document"
"EnvStats";"EPA.09.Ex.21.2.benzene.df";"Benzene Concentrations from Example 21-2 of 2009 USEPA Guidance Document"
"EnvStats";"EPA.09.Ex.21.5.beryllium.df";"Beryllium Concentrations from Example 21-5 of 2009 USEPA Guidance Document"
"EnvStats";"EPA.09.Ex.21.6.nitrate.df";"Nitrate Concentrations from Example 21-6 of 2009 USEPA Guidance Document"
"EnvStats";"EPA.09.Ex.21.7.TCE.df";"Trichloroethylene Concentrations from Example 21-7 of 2009 USEPA Guidance Document"
"EnvStats";"EPA.09.Ex.22.1.VC.df";"Vinyl Chloride Concentrations from Example 22-1 of 2009 USEPA Guidance Document"
"EnvStats";"EPA.09.Ex.22.2.Specific.Conductance.df";"Specific Conductance from Example 22-2 of 2009 USEPA Guidance Document"
"EnvStats";"EPA.09.Ex.6.3.sulfate.df";"Sulfate Concentrations from Example 6-3 of 2009 USEPA Guidance Document"
"EnvStats";"EPA.09.Ex.7.1.arsenic.df";"Arsenic concentrations from Example 7.1 of 2009 USEPA Guidance Document"
"EnvStats";"EPA.09.Table.9.1.TCE.df";"Trichloroethene concentrations in Table 9.1 of 2009 USEPA Guidance Document"
"EnvStats";"EPA.09.Table.9.3.df";"Arsenic, Mercury and Strontium Concentrations in Table 9-3 of 2009 USEPA Guidance Document"
"EnvStats";"EPA.09.Table.9.4.nickel.vec";"Nickel Concentrations in Table 9-4 of 2009 USEPA Guidance Document"
"EnvStats";"EPA.89b.aldicarb1.df";"Aldicarb Concentrations from 1989 USEPA Guidance Document"
"EnvStats";"EPA.89b.aldicarb2.df";"Aldicarb Concentrations from 1989 USEPA Guidance Document"
"EnvStats";"EPA.89b.benzene.df";"Benzene Concentrations from 1989 USEPA Guidance Document"
"EnvStats";"EPA.89b.cadmium.df";"Cadmium Concentrations from 1989 USEPA Guidance Document"
"EnvStats";"EPA.89b.chlordane1.df";"Chlordane Concentrations from 1989 USEPA Guidance Document"
"EnvStats";"EPA.89b.chlordane2.df";"Chlordane Concentrations from 1989 USEPA Guidance Document"
"EnvStats";"EPA.89b.edb.df";"EDB Concentrations from 1989 USEPA Guidance Document"
"EnvStats";"EPA.89b.lead.df";"Lead Concentrations from 1989 USEPA Guidance Document"
"EnvStats";"EPA.89b.loglead.df";"Log-transformed Lead Concentrations from 1989 USEPA Guidance Document"
"EnvStats";"EPA.89b.manganese.df";"Manganese Concentrations from 1989 USEPA Guidance Document"
"EnvStats";"EPA.89b.sulfate.df";"Sulfate Concentrations from 1989 USEPA Guidance Document"
"EnvStats";"EPA.89b.t29.df";"T-29 Concentrations from 1989 USEPA Guidance Document"
"EnvStats";"EPA.89b.toc.vec";"Total Organic Carbon Concentrations from 1989 USEPA Guidance Document"
"EnvStats";"EPA.92c.arsenic1.df";"Arsenic Concentrations from 1992 USEPA Guidance Document"
"EnvStats";"EPA.92c.arsenic2.df";"Arsenic Concentrations from 1992 USEPA Guidance Document"
"EnvStats";"EPA.92c.arsenic3.df";"Arsenic Concentrations from 1992 USEPA Guidance Document"
"EnvStats";"EPA.92c.benzene1.df";"Benzene Concentrations from 1992 USEPA Guidance Document"
"EnvStats";"EPA.92c.benzene2.df";"Benzene Concentrations from 1992 USEPA Guidance Document"
"EnvStats";"EPA.92c.ccl4.df";"Carbon Tetrachloride Concentrations from 1992 USEPA Guidance Document"
"EnvStats";"EPA.92c.chrysene.df";"Chrysene Concentrations from 1992 USEPA Guidance Document"
"EnvStats";"EPA.92c.copper1.df";"Copper Concentrations from 1992 USEPA Guidance Document"
"EnvStats";"EPA.92c.copper2.df";"Copper Concentrations from 1992 USEPA Guidance Document"
"EnvStats";"EPA.92c.lognickel1.df";"Log-transformed Nickel Concentrations from 1992 USEPA Guidance Document"
"EnvStats";"EPA.92c.nickel1.df";"Nickel Concentrations from 1992 USEPA Guidance Document"
"EnvStats";"EPA.92c.nickel2.df";"Nickel Concentrations from 1992 USEPA Guidance Document"
"EnvStats";"EPA.92c.toluene.df";"Toluene Concentrations from 1992 USEPA Guidance Document"
"EnvStats";"EPA.92c.zinc.df";"Zinc Concentrations from 1992 USEPA Guidance Document"
"EnvStats";"EPA.92d.chromium.df";"Chromium Concentrations from 1992 USEPA Guidance Document"
"EnvStats";"EPA.92d.chromium.vec";"Chromium Concentrations from 1992 USEPA Guidance Document"
"EnvStats";"EPA.94b.lead.df";"Lead Concentrations from 1994 USEPA Guidance Document"
"EnvStats";"EPA.94b.tccb.df";"1,2,3,4-Tetrachlorobenzene Concentrations from 1994 USEPA Guidance Document"
"EnvStats";"EPA.97.cadmium.111.df";"Calibration Data for Cadmium at Mass 111"
"EnvStats";"Environmental.df";"Atmospheric Environmental Conditions in New York City"
"EnvStats";"Gibbons.et.al.09.Alkilinity.vec";"Alkilinity Data from Gibbons et al. (2009)"
"EnvStats";"Gibbons.et.al.09.Vinyl.Chloride.vec";"Vinyl Chloride Data from Gibbons et al. (2009)"
"EnvStats";"Graham.et.al.75.etu.df";"Ethylene Thiourea Dose-Response Data"
"EnvStats";"Helsel.Cohn.88.app.b.df";"Example of Multiply Left-censored Data from Literature"
"EnvStats";"Helsel.Cohn.88.silver.df";"Silver Concentrations From An Interlab Comparison"
"EnvStats";"Helsel.Hirsch.02.Mayfly.df";"Paired Counts of Mayfly Nymphs Above and Below Industrial Outfalls"
"EnvStats";"Lin.Evans.80.df";"Fecal Coliform Data from the Illinois River"
"EnvStats";"Millard.Deverel.88.df";"Copper and Zinc Concentrations in Shallow Ground Water"
"EnvStats";"Modified.TcCB.df";"Modified 1,2,3,4-Tetrachlorobenzene Data with Censored Values"
"EnvStats";"NIOSH.89.air.lead.vec";"NIOSH Air Lead Levels Data"
"EnvStats";"Olympic.NH4.df";"Ammonium Concentration in Precipitation Measured at Olympic National Park Hoh Ranger Station"
"EnvStats";"Ozone.NE.df";"Ozone Concentrations in the Northeast U.S."
"EnvStats";"Refinery.CO.df";"Carbon Monoxide Emissions from Oil Refinery."
"EnvStats";"Skagit.NH3_N.df";"Ammonia Nitrogen Concentrations in the Skagit River, Marblemount, Washington"
"EnvStats";"Total.P.df";"Total Phosphorus Data from Chesapeake Bay"
"epanetReader";"Net1";"Epanet's Net1 Example"
"epanetReader";"Net1rpt";"Epanet's Net1 Example"
"Epi";"B.dk";"Births in Denmark by year and month of birth and sex"
"Epi";"DMconv";"Conversion to diabetes"
"Epi";"DMlate";"The Danish National Diabetes Register."
"Epi";"DMrand";"The Danish National Diabetes Register."
"Epi";"M.dk";"Mortality in Denmark 1974 ff."
"Epi";"N.dk";"Population size in Denmark"
"Epi";"S.typh";"Salmonella Typhimurium outbreak 1996 in Denmark."
"Epi";"Y.dk";"Population risk time in Denmark"
"Epi";"bdendo";"A case-control study of endometrial cancer"
"Epi";"bdendo11";"A 1:1 subset of the endometrial cancer case-control study"
"Epi";"births";"Births in a London Hospital"
"Epi";"blcaIT";"Bladder cancer mortality in Italian males"
"Epi";"brv";"Bereavement in an elderly cohort"
"Epi";"diet";"Diet and heart data"
"Epi";"ewrates";"Rates of lung and nasal cancer mortality, and total mortality."
"Epi";"gmortDK";"Population mortality rates for Denmark in 5-years age groups."
"Epi";"hivDK";"hivDK: seroconversion in a cohort of Danish men"
"Epi";"lep";"An unmatched case-control study of leprosy incidence"
"Epi";"lungDK";"Male lung cancer incidence in Denmark"
"Epi";"mortDK";"Population mortality rates for Denmark in 1-year age-classes."
"Epi";"nickel";"A Cohort of Nickel Smelters in South Wales"
"Epi";"occup";"A small occupational cohort"
"Epi";"testisDK";"Testis cancer incidence in Denmark, 1943-1996"
"Epi";"thoro";"Thorotrast Study"
"EpiContactTrace";"transfers";"Movement Example Data"
"epiDisplay";"ANCdata";"Dataset on effect of new antenatal care method on mortality"
"epiDisplay";"ANCtable";"Dataset on effect of new ANC method on mortality (as a table)"
"epiDisplay";"Attitudes";"Dataset from an attitude survey among hospital staff"
"epiDisplay";"BP";"Dataset on blood pressure and determinants"
"epiDisplay";"Bang";"Dataset from 1988 Bangladesh Fertility Survey"
"epiDisplay";"Compaq";"Dataset on cancer survival"
"epiDisplay";"DHF99";"Dataset for exercise on predictors for mosquito larva infestation"
"epiDisplay";"Decay";"Dataset on tooth decay and mutan streptococci"
"epiDisplay";"Ectopic";"Dataset of a case-control study looking at history of abortion as a risk factor for ectopic pregnancy"
"epiDisplay";"Familydata";"Dataset of a hypothetical family"
"epiDisplay";"HW93";"Dataset from a study on hookworm prevalence and intensity in 1993"
"epiDisplay";"Hakimi";"Dataset on effect of training personnel on neonatal mortality"
"epiDisplay";"IudAdmit";"Dataset admission of cases for IUD trials"
"epiDisplay";"IudDiscontinue";"Dataset on discontinuation of the IUD trial cases"
"epiDisplay";"IudFollowup";"Dataset followup cases of IUD trials"
"epiDisplay";"Marryage";"Dataset on age at marriage"
"epiDisplay";"Montana";"Dataset on arsenic exposure and respiratory deaths"
"epiDisplay";"Oswego";"Dataset from an outbreak of food poisoning in US"
"epiDisplay";"Outbreak";"Dataset from an outbreak of food poisoning on a sportsday, Thailand 1990."
"epiDisplay";"Planning";"Dataset for practicing cleaning, labelling and recoding"
"epiDisplay";"SO2";"Dataset on air pollution and deaths in UK"
"epiDisplay";"Sleep3";"Dataset on sleepiness in a workshop"
"epiDisplay";"Suwit";"Hookworm infection and blood loss: SEAJTM 1970"
"epiDisplay";"Timing";"Dataset on time going to bed, waking up and arrival at a workshop"
"epiDisplay";"VC1to1";"Datasets on a matched case-control study of esophageal cancer"
"epiDisplay";"VC1to6";"Datasets on a matched case-control study of esophageal cancer"
"epiDisplay";"VCT";"Dataset on attitudes toward VCT"
"epiDisplay";"Xerop";"Dataset from an Indonesian study on vitamin A deficiency and risk of respiratory infection"
"EpiEstim";"Flu1918";"Data on the 1918 H1N1 influenza pandemic in Baltimore"
"EpiEstim";"Flu2009";"Data on the 2009 H1N1 influenza pandemic in a school in Pennsylvania"
"EpiEstim";"Measles1861";"Data on the 1861 measles epidemic in Hagelloch, Germany"
"EpiEstim";"SARS2003";"Data on the 2003 SARS epidemic in Hong Kong"
"EpiEstim";"Smallpox1972";"Data on the 1972 smallpox epidemic in Kosovo"
"epinet";"HagellochDyadCov (Hagelloch)";"Hagelloch measles data."
"epinet";"HagellochTimes (Hagelloch)";"Hagelloch measles data."
"epiR";"epi.SClip";"Lip cancer in Scotland 1975 - 1980"
"epiR";"epi.epidural";"Rates of use of epidural anaesthesia in trials of caregiver support"
"epiR";"epi.incin";"Laryngeal and lung cancer cases in Lancashire 1974 - 1983"
"episplineDensity";"e10";"Internal Epispline Functions"
"episplineDensity";"n10";"Internal Epispline Functions"
"epistasis";"B73Ki11";"A family from Nested Association Mapping (NAM) in maize"
"epistasis";"CviCol";"Arabidopsis thaliana genotype data"
"epitools";"oswego";"Outbreak of Gastrointestinal Illness in Oswego County, 1940"
"epitools";"wcgs";"Western Collaborative Group Study data"
"epitools";"wnv";"West Nile Virus human cases reported in California, USA, as of December 14, 2004"
"epoc";"synth";"Blinded cancer mRNA, CNA and survival data"
"epr";"data1";"data1: Sampaio (2010): page 134"
"epr";"data2";"data2: Kaps and Lamberson (2009): page 434"
"epr";"data3";"data3: fictional example"
"epr";"data4";"data4: fictional example"
"epr";"data5";"data5: fictional example"
"eqtl";"ATH.coord";"Data on probes coordinates"
"eqtl";"BSpgmap";"Genetic map data of a RIL population"
"eqtl";"seed10";"Data on gene expression level variation"
"equate";"ACTmath";"ACT Mathematics Test Scores"
"equate";"KBneat";"Test Scores under a NEAT design"
"equate";"PISA";"Programme for International Student Assessment 2009 USA Data"
"equateIRT";"data2pl";"Simulated Data Sets"
"equateIRT";"est2pl";"Item Parameter Estimates and Covariance Matrices of a Two-Parameter Logistic Model"
"equateIRT";"est3pl";"Item Parameter Estimates and Covariance Matrices of a Three-Parameter Logistic Model"
"equateIRT";"estrasch";"Item Parameter Estimates and Covariance Matrices of a Rasch Model"
"equivalence";"pref.4PG";"Measured and simulated data from PREF, northern Idaho, USA, and 4-PG"
"equivalence";"pref.LAI";"Measured Leaf Area Index data from PREF, northern Idaho, USA"
"equivalence";"ufc";"Upper Flat Creek cruise data"
"erah";"mslib";"MassBank Spectral Library"
"erer";"daBed";"Transformed Wooden Beds Import Data for Static AIDS Models"
"erer";"daBedRaw";"Wooden Beds Import Data"
"erer";"daEsa";"Daily returns of 14 public firms from 1990 to 2004"
"erer";"daExp";"Expenditure Data for a Hausman Test in AIDS Model"
"erer";"daIns";"Liability Insurance Coverage for Hunters and Anglers in Mississippi"
"erer";"daInsNam";"Liability Insurance Coverage for Hunters and Anglers in Mississippi: Variable Definitions"
"erer";"daLaw";"Data for statutory reforms and retention of prescribed fire liability laws on forest land by state"
"erer";"daPe";"Program Effectiveness of a New Method of Teaching Economics"
"erer";"daRoll";"Voting records for the Healthy Forests Restoration Act in 2003 and the associated characteristics of congressmen"
"ergm";"ecoli1 (ecoli)";"Two versions of an E. Coli network dataset"
"ergm";"ecoli2 (ecoli)";"Two versions of an E. Coli network dataset"
"ergm";"faux.desert.high";"Faux desert High School as a network object"
"ergm";"faux.dixon.high";"Faux dixon High School as a network object"
"ergm";"faux.magnolia.high";"Goodreau's Faux Magnolia High School as a network object"
"ergm";"faux.magnolia.high (faux.magnolia.high.withnumericattributes)";"Goodreau's Faux Magnolia High School as a network object"
"ergm";"faux.mesa.high";"Goodreau's Faux Mesa High School as a network object"
"ergm";"faux.mesa.high (faux.mesa.high.withnumericattributes)";"Goodreau's Faux Mesa High School as a network object"
"ergm";"fauxhigh";"Goodreau's Faux Mesa High School as a network object"
"ergm";"fauxhigh (fauxhigh.withnumericattributes)";"Goodreau's Faux Mesa High School as a network object"
"ergm";"flobusiness (florentine)";"Florentine Family Business Ties Data as a \"network\" object"
"ergm";"flomarriage (florentine)";"Florentine Family Marriage Ties Data as a \"network\" object"
"ergm";"g4";"Goodreau's four node network as a \"network\" object"
"ergm";"kapferer";"Kapferer's tailor shop data"
"ergm";"kapferer2 (kapferer)";"Kapferer's tailor shop data"
"ergm";"molecule";"Synthetic network with 20 nodes and 28 edges"
"ergm";"samplike (sampson)";"Cumulative network of positive affection within a monastery as a \"network\" object"
"ergm";"samplk1 (samplk)";"Longitudinal networks of positive affection within a monastery as a \"network\" object"
"ergm";"samplk2 (samplk)";"Longitudinal networks of positive affection within a monastery as a \"network\" object"
"ergm";"samplk3 (samplk)";"Longitudinal networks of positive affection within a monastery as a \"network\" object"
"ergm.count";"zach";"Karate club social network of Zachary (1977)"
"ergm.graphlets";"emon3";"EMON Dataset"
"ergm.graphlets";"spi";"SPI Dataset"
"ergm.rank";"newcomb";"Newcomb's Fraternity Networks"
"ergmharris";"lhds";"Local Health Department communication network data"
"eRm";"llraDat1";"An Artificial LLRA Data Set"
"eRm";"llraDat2";"An Artificial LLRA Data Set"
"eRm";"llradat3";"An Artificial LLRA Data Set"
"eRm";"lltmdat1";"Data for Computing Extended Rasch Models"
"eRm";"lltmdat2";"Data for Computing Extended Rasch Models"
"eRm";"lpcmdat";"Data for Computing Extended Rasch Models"
"eRm";"lrsmdat";"Data for Computing Extended Rasch Models"
"eRm";"pcmdat";"Data for Computing Extended Rasch Models"
"eRm";"pcmdat2";"Data for Computing Extended Rasch Models"
"eRm";"raschdat1";"Data for Computing Extended Rasch Models"
"eRm";"raschdat1_RM_fitted";"Data for Computing Extended Rasch Models"
"eRm";"raschdat1_RM_lrres2";"Data for Computing Extended Rasch Models"
"eRm";"raschdat1_RM_plotDIF";"Data for Computing Extended Rasch Models"
"eRm";"raschdat2";"Data for Computing Extended Rasch Models"
"eRm";"raschdat3";"Data for Computing Extended Rasch Models"
"eRm";"raschdat4";"Data for Computing Extended Rasch Models"
"eRm";"rsmdat";"Data for Computing Extended Rasch Models"
"eRm";"xmpl";"Example Data"
"eRm";"xmplbig";"Example Data"
"ERP";"erpcz";"ERP dataset from a directed forgetting experiment as presented in detail in Sheu, Perthame, Lee and Causeur (2016)"
"ERP";"simerp";"ERP dataset from a simulation study presented in detail in Sheu, Perthame, Lee and Causeur (2016)"
"erp.easy";"ERPdata";"ERP example data"
"erpR";"ERPsets";"list of ERP data frames"
"ES";"marks";"Mathematics Marks"
"esaBcv";"simdat";"Example Dataset"
"ESEA";"envData";"The variables in the environment variable 'envData' of the system"
"ESG";"ZC";"ZC data"
"ESKNN";"hepatitis";"Hepatitis data set"
"ESKNN";"sonar";"Sonar, Mines vs. Rocks."
"EstCRM";"EPIA";"The Eysenck Personality Inventory Impulsivity Subscale"
"EstCRM";"SelfEff";"Teaching Self Efficacy Scale"
"EstHer";"W";"Genetic matrix"
"EstHer";"X";"Matrix of fixed effects"
"EstHer";"Y";"Vector of observations"
"ETAS";"iran.quakes";"An Iranian Earthquake Catalog"
"ETAS";"italy.quakes";"An Italian Earthquake Catalog"
"ETAS";"japan.quakes";"A Japanese Earthquake Catalog"
"etasFLP";"californiacatalog";"Sample catalog of North California earthquakes"
"etasFLP";"italycatalog";"Small sample catalog of italian earthquakes"
"ETC";"BW";"Body weights measured in a toxicological study"
"etm";"abortion";"Pregnancies exposed to coumarin derivatives"
"etm";"fourD";"Placebo data from the 4D study"
"etm";"los.data";"Length of hospital stay"
"etm";"sir.cont";"Ventilation status in intensive care unit patients"
"etma";"data.GST";"The data of GSTs family interaction on cancer."
"etma";"data.PAH";"The data of metabolic pathway of PAH interaction on oral cancer."
"etma";"data.RAS";"The data of RAS interaction on chronic kidney disease."
"euroMix";"R";"R, S and V"
"euroMix";"S";"R, S and V"
"euroMix";"V";"R, S and V"
"euroMix";"db";"Allele database"
"euroMix";"db2";"Allele database."
"euroMix";"freqs";"sample, suspect, victim, freqs"
"euroMix";"sample";"sample, suspect, victim, freqs"
"euroMix";"suspect";"sample, suspect, victim, freqs"
"euroMix";"victim";"sample, suspect, victim, freqs"
"europop";"city_coords";"Coodinates of European Cities"
"europop";"europop";"Historical Population Data for Urban Europe"
"eurostat";"ea_countries";"Countries and Country Codes"
"eurostat";"efta_countries";"Countries and Country Codes"
"eurostat";"eu_candidate_countries";"Countries and Country Codes"
"eurostat";"eu_countries";"Countries and Country Codes"
"eva";"fortmax";"Top Ten Annual Precipitation: Fort Collins, Colorado"
"eva";"lowestoft";"Top Ten Annual Sea Levels: Lowestoft, UK (1964 - 2014)"
"Evapotranspiration";"E_OBS";"Observed Class-A Pan Evaporation"
"Evapotranspiration";"climatedata";"Raw Climate Data Required for Calculating Evapotranspiration"
"Evapotranspiration";"constants";"Constants Required for Calculating Evapotranspriation"
"Evapotranspiration";"constants (defaultconstants)";"Constants Required for Calculating Evapotranspriation"
"Evapotranspiration";"data (processeddata)";"Processed Climate Data Required for Calculating Evapotranspiration"
"evclass";"glass";"Glass dataset"
"evclass";"ionosphere";"Ionosphere dataset"
"evclass";"vehicles";"Vehicles dataset"
"evclust";"butterfly";"Butterfly dataset"
"evclust";"fourclass";"Synthetic four-class dataset"
"evclust";"protein";"Protein dataset"
"evclust";"s2";"S2 dataset"
"evd";"failure";"Failure Times"
"evd";"fox";"Maximum Annual Flood Discharges of the Fox River"
